"bus_rest.business_id" "bus_rest.stars" "bus_rest.longitude" "bus_rest.latitude" "bus_rest.state" "bus_rest.attributes.RestaurantsTakeOut" "bus_rest.attributes.RestaurantsReservations" "bus_rest.attributes.WiFi" "bus_rest.attributes.Caters"
"11145" "kcF-en40P3J9L8nLy5lKqQ" 3.5 -112.013499911 33.5113448141 "AZ" TRUE TRUE "free" TRUE
"11146" "Zmfq3DVhHdtVChhSxzoUHw" 4 -115.2985524 36.0789362 "NV" TRUE TRUE "no" TRUE
"11147" "xd-AnaGxEMKT2zTEheP6_w" 4 -115.2425364 36.15962 "NV" TRUE FALSE "free" TRUE
"11151" "Zn4zzOZXPSouXKuhYvNlYg" 4.5 -79.4184526 43.6633949 "ON" TRUE TRUE "free" TRUE
"11152" "Js5BeKW-TOkf1i1RJ1MmkA" 2.5 -112.272748 33.711766 "AZ" TRUE FALSE "free" FALSE
"11153" "73oP6zoYZKNlO8642EMD_Q" 4 -115.286492761 36.2779367981 "NV" TRUE FALSE "no" TRUE
"11156" "TMirWwTikHCn5H82K9QMXQ" 3 -80.0408987 40.3897325 "PA" TRUE FALSE "free" FALSE
"11158" "48IAxa7b8mdl9FqHE8jlbA" 4.5 -112.0137434 33.5856509 "AZ" TRUE FALSE "no" FALSE
"11159" "0gzjWF7rX-biFsQB3EvIBQ" 3.5 -80.8514385 35.0119916 "SC" TRUE FALSE "free" TRUE
"11160" "zsyQEMYhIDcdGLbf-kYlRw" 3 -79.3724504 43.6580003 "ON" TRUE FALSE "no" TRUE
"11161" "Mv-15Zh_yzGZ8KbcN328GQ" 3 -112.22073 33.6090094 "AZ" TRUE TRUE "no" TRUE
"11163" "mvMih24zuSw_dZyU_LEY7g" 3 -115.0625725 36.1442831 "NV" TRUE FALSE "no" TRUE
"11164" "0VV9NpdJ9_CGo0xYrlzNnw" 4 -79.3182713 43.6733853 "ON" TRUE TRUE "free" FALSE
"11165" "LcSbRF9yn9i5gTpYO613kg" 3 -81.7268377 41.419059 "OH" TRUE FALSE "no" FALSE
"11170" "HK2Ki-PvnNN-YMTlX1uSVA" 4 -115.1523062 36.2379284 "NV" TRUE FALSE "no" TRUE
"11171" "Pe-vwHAn4Gnxp8g6e4HFLQ" 3.5 -79.4568442 43.7134111 "ON" TRUE TRUE "free" FALSE
"11172" "iQJ0IvKNbOh_6DSkUCv9dQ" 2.5 -79.390558 43.6462642 "ON" FALSE TRUE "free" FALSE
"11173" "n9LPozEQplfb6NBrhfpAmw" 3 -112.0276524 33.508559 "AZ" TRUE FALSE "no" TRUE
"11174" "s1w-XoUJ2wuK9OJ7ivpi3Q" 4.5 -115.069504939 36.0687272283 "NV" TRUE TRUE "free" FALSE
"11175" "1gJPuCAJC4CfPSUcGZl9QA" 3 -79.6896087758 40.318317454 "PA" TRUE FALSE "free" FALSE
"11176" "Nqs4_gT6nKyeTOJ_rgu1mg" 3.5 -81.9010378 41.4221206 "OH" TRUE TRUE "free" TRUE
"11180" "PW0Pqfjmjru2XhAJ43izTA" 4 9.00082 48.70993 "BW" FALSE TRUE "no" FALSE
"11182" "GLUwW6rCrMTAX2QbUpye-g" 4.5 -89.3830275536 43.0739899506 "WI" TRUE FALSE "no" TRUE
"11183" "dj6nbGIqguJDXgz49nmFBw" 2 -115.243765382 36.0494801256 "NV" TRUE FALSE "no" TRUE
"11189" "o3YzbfD7mmldxxnSwRLSrQ" 3 -81.9078753144 41.4207404216 "OH" TRUE FALSE "no" TRUE
"11190" "OQcvO5P3gH0cuJ-bPXwfQQ" 5 -115.205170581 36.1947007117 "NV" TRUE FALSE "no" TRUE
"11191" "-sN_og_84rLW22CaE3cjVw" 4 -115.1352309 36.0101637 "NV" TRUE TRUE "no" TRUE
"11193" "58oVEzvF6EnOmvVkXYFkTg" 3 -79.9325239 40.4513611 "PA" TRUE TRUE "no" FALSE
"11197" "-zW2JyDmh7jnD7TQhW6y6A" 3 -73.7963900927 45.4850325709 "QC" TRUE FALSE "no" FALSE
"11200" "frwKRRIIR0QMv25IKVDIMA" 4 -112.166210458 33.61123837 "AZ" TRUE FALSE "no" TRUE
"11203" "wG4qwKeFdbS17bAKnNqZqw" 3 -79.3775168 43.6494915 "ON" TRUE FALSE "free" TRUE
"11205" "9UU2DPhwmTmkuANzYiZSMQ" 3 -80.7567328 35.309612 "NC" TRUE FALSE "no" FALSE
"11206" "ExtP8z3SVyut_RICc9i_DA" 4.5 -80.842617 35.06862 "NC" TRUE FALSE "no" TRUE
"11207" "XbG4OgFoaSIxQxVRhTxU2w" 4 -73.5522836 45.5189059 "QC" TRUE TRUE "free" TRUE
"11209" "9XcWAcp1dCpcLcHTBENn-Q" 3.5 -79.2665494794 43.7885129161 "ON" TRUE TRUE "no" TRUE
"11210" "AXyptrkdFAkZ608lOFIJYA" 4 -115.1466821 36.238979 "NV" TRUE FALSE "no" TRUE
"11211" "fHNWz_t5jM5MP8o19flX8w" 3.5 -115.3135184 36.1166554 "NV" TRUE FALSE "free" TRUE
"11212" "QMAD8tvYgh53N-AyIvFHAw" 2.5 -81.5797005 41.5098811 "OH" TRUE FALSE "free" TRUE
"11213" "maIam6HyU4FB_sBIk9ippA" 3 -115.24285 36.03671 "NV" TRUE FALSE "no" FALSE
"11215" "JdqSgTOP98XScttH-25nVA" 2.5 -81.8138017 41.4509652 "OH" TRUE TRUE "free" TRUE
"11216" "cJWbbvGmyhFiBpG_5hf5LA" 3.5 -115.151691257 36.1077570331 "NV" TRUE TRUE "free" FALSE
"11218" "BSGy3c4voXZ5ntOi2fJwjg" 4 -115.298112 36.1433621 "NV" TRUE TRUE "free" FALSE
"11221" "K_sbl7yJnDE-zqkGB7NxeA" 3.5 -79.2866517 43.7836742 "ON" TRUE FALSE "free" TRUE
"11222" "5H7AyjxmLGuEjigfXVApZg" 3.5 -79.4514605625 43.7253671363 "ON" TRUE FALSE "free" TRUE
"11226" "NGGlOtWd_Xc14WFVYOmMdg" 4 -79.5971566066 43.5972176698 "ON" TRUE TRUE "free" TRUE
"11227" "ouF4SvK75Mc6f7CDxPsmEg" 3 -73.5714383 45.5077822 "QC" TRUE TRUE "paid" FALSE
"11233" "vR64BzQR6Kw9wSdbbamb7w" 5 -73.5583911 45.5495019 "QC" TRUE TRUE "free" FALSE
"11234" "th4pZ5LkoIIkb1Vmu_m2DA" 4 -88.24448 40.101522 "IL" TRUE FALSE "free" TRUE
"11236" "Y3aGrZR8QBlj8C2l7oEvDg" 4 -111.905227192 33.5430724599 "AZ" TRUE FALSE "free" TRUE
"11237" "1LOr_-vGiVMNod08H9T-1w" 3.5 -115.1175712 36.0731047 "NV" TRUE FALSE "free" FALSE
"11239" "_58OWmDQ7IUFe8WnKvwzhw" 2.5 -111.9644849 33.3831232253 "AZ" TRUE FALSE "no" FALSE
"11242" "0Jyc53wOZt4dbbVPrKjuxA" 3 -79.0307875 43.8977411 "ON" TRUE TRUE "no" TRUE
"11246" "U3qe9h6I0zL2_C5m3-p1gw" 3 -111.9065863 33.4661275 "AZ" TRUE TRUE "free" FALSE
"11248" "G63I6tTMcQDBavorYBWUSg" 3 -81.623649 41.399779 "OH" TRUE FALSE "free" FALSE
"11249" "VeiL_tgw7dsl-7IcnOsh0g" 4.5 -115.118230954 36.017617052 "NV" TRUE TRUE "no" TRUE
"11250" "N7j_rJ0Vlwb-Gf-6cy4uiw" 2.5 -79.9657487869 40.4264892842 "PA" FALSE FALSE "free" FALSE
"11251" "E2iZCFnfu9Np8lABZKqMLA" 1.5 -112.0559069 33.5668514 "AZ" TRUE TRUE "free" FALSE
"11253" "lVvHfjD3Q79OUZq2ZuN7EA" 4 -79.4542329743 43.8105093112 "ON" TRUE TRUE "free" TRUE
"11254" "34kE4d6zgcpevHOl8NRV-A" 3.5 -80.8770001 35.0886336 "NC" TRUE FALSE "no" FALSE
"11255" "moMLPfZhhhmJpJYZHeManw" 3 -111.7174454 33.6038473 "AZ" TRUE FALSE "no" FALSE
"11256" "q_Oe5sLa138EA-AY6nggeQ" 5 -80.8671342 35.0939961 "NC" TRUE TRUE "no" TRUE
"11257" "DM8j5g9k28vEOTM0kz4KVA" 3.5 -115.115893 35.9429657 "NV" TRUE FALSE "no" FALSE
"11258" "8yZ_nBgRC3CT1RFJC6KhXA" 4 -81.8166613 41.4518355 "OH" TRUE FALSE "no" FALSE
"11263" "PnLnEHM89cwJwS8MPVI2wQ" 3.5 -112.1877117 33.6386047 "AZ" FALSE FALSE "no" FALSE
"11266" "eDlgbI0Qg_mmI-Osvci0gw" 3.5 -111.9264152 33.6164801 "AZ" TRUE TRUE "free" FALSE
"11268" "kWvBsbALiMDOghpoBh-tAQ" 3.5 -111.9777821 33.6049273 "AZ" TRUE TRUE "no" TRUE
"11271" "JQ6NlXQGXvQZ4P-b5HXd9A" 4 -80.0354426 40.3961988 "PA" TRUE FALSE "free" TRUE
"11272" "xzxUkHFaKnykMO4_NUy09Q" 2 -81.345014 41.318097 "OH" FALSE TRUE "no" TRUE
"11273" "4N2RfdsZAfF-zCsdaVNdBg" 4.5 -79.432296 44.0665677 "ON" TRUE FALSE "free" TRUE
"11275" "fukaxeFh8W9ijOp8sCrDyA" 4 -79.799411 43.714303 "ON" TRUE TRUE "no" FALSE
"11278" "9Eghhu_LzEJgDKNgisf3rg" 3.5 -79.3824692 43.6592789 "ON" TRUE TRUE "free" FALSE
"11281" "8W8UC3kBA3aaAqve2gWufw" 3 -79.5676803589 43.5682830811 "ON" TRUE FALSE "no" TRUE
"11283" "JHN09M-CRTGln2rRnS9hWw" 1.5 -115.1543904 36.1221086 "NV" TRUE FALSE "free" FALSE
"11284" "Lku_keJf44D0LxbRAIZOcg" 3.5 -89.4093034789 43.0732593799 "WI" TRUE FALSE "no" FALSE
"11286" "T6TOUgbuEKFkl3kHGpoN7Q" 3.5 -73.6133523 45.53624 "QC" TRUE FALSE "no" TRUE
"11287" "uP21QeqzU5E3azBk2_GDsw" 3 -112.012003 33.582022 "AZ" TRUE FALSE "free" FALSE
"11291" "4NfjvMzUG5rbkxtPg-8pkw" 2.5 -112.048382247 33.5386355022 "AZ" TRUE FALSE "no" TRUE
"11293" "zpw5S3QwUse1MH-Eerbnaw" 3.5 -73.5690131 45.4873245 "QC" TRUE TRUE "no" FALSE
"11294" "wZJOlSwUZcVQuLt9sZeV2A" 4.5 -115.294145396 36.0844285309 "NV" TRUE FALSE "free" FALSE
"11295" "x3LoVFuzVIPK_J-kDZORdg" 3.5 -80.8191813525 35.2216678546 "NC" TRUE FALSE "free" FALSE
"11296" "GjbF1ZEbIpC2KqUbZ7KQWQ" 3.5 -115.2074951 35.9999263 "NV" TRUE FALSE "no" TRUE
"11297" "wkKlpSx3OcoGJiv7p8VZzw" 4.5 -115.2013006 36.1266955 "NV" TRUE TRUE "no" TRUE
"11302" "-InU2nAbC9AuS-Um2Cowgw" 4 -80.2272121 40.5844706 "PA" TRUE FALSE "no" FALSE
"11303" "Lm61pehc-oyqR6DBAAQNCg" 4 -112.1655272 33.5381649 "AZ" TRUE FALSE "free" TRUE
"11305" "ytAsW7DYezxMMzqoO_-nIQ" 4 -111.9245981 33.4987395 "AZ" TRUE TRUE "free" TRUE
"11306" "FaGtI6jCKR650CiERd0Q_w" 4 -73.5711534 45.5134103 "QC" TRUE TRUE "free" FALSE
"11307" "Mv6ripiINornDXI07VPaLA" 3 -112.1733455 33.3775851 "AZ" TRUE FALSE "free" TRUE
"11308" "h_4dPV9M9aYaBliH1Eoeeg" 4 -79.4010148553 43.6441855505 "ON" TRUE TRUE "free" FALSE
"11309" "PgQZfKQwW6Q9fIvViD7Xrg" 3.5 -115.289993 36.160698 "NV" TRUE FALSE "no" TRUE
"11310" "xrDA2QwAEpRQJhoojWC9vg" 4 -81.5401855 41.5867308 "OH" TRUE TRUE "no" FALSE
"11311" "eQel7bUz75j0AVKnfsillg" 3.5 -79.3893838 43.6505585 "ON" FALSE TRUE "no" FALSE
"11312" "2zBCxn7_jHcfxoSjBdHJ3A" 4 -111.978694484 33.6009221527 "AZ" TRUE FALSE "free" TRUE
"11313" "U8VBmn3BpDx9udmALk2TBg" 2.5 -82.2095829248 41.4154886725 "OH" TRUE FALSE "no" FALSE
"11314" "U3bSwkOIaWOwbYT3HtFZuw" 4 -82.2422048577 41.3995113183 "OH" TRUE TRUE "free" TRUE
"11315" "orUB2tOqvyAQSQPnIZDlCA" 4 -80.8847452 35.4818917 "NC" TRUE TRUE "no" TRUE
"11316" "XarxHcmxyjvhzoROMTLyMg" 4.5 -3.2014367 55.9463418 "EDH" FALSE TRUE "free" FALSE
"11317" "9S5hEYGopJF1I6VglhkUhQ" 4.5 -111.8601111 33.3409988 "AZ" TRUE FALSE "no" TRUE
"11319" "YjlCXwWr9xx6TnHmTFCKGQ" 3.5 -111.689916551 33.3855705916 "AZ" TRUE TRUE "free" TRUE
"11320" "isPVBCu4l3q7qsBtQPpc8Q" 4 -115.2061454 36.2725607 "NV" TRUE FALSE "no" TRUE
"11323" "S7mYKh4k_Wd1oCgS2Le4CQ" 3.5 -112.2579148 33.5521881 "AZ" TRUE FALSE "free" TRUE
"11324" "ZJngxOwJDdz1Y_wGv0Wl3w" 4 -79.9479972 40.6126021 "PA" TRUE FALSE "no" FALSE
"11325" "HPVpxcwDVjgZatc4M8bEnw" 3.5 -75.5374860764 40.0414067674 "PA" TRUE FALSE "no" FALSE
"11326" "TV0RuDOX4PwI3oOQ5FJ9cA" 3 -79.3476695 43.84985 "ON" TRUE TRUE "free" FALSE
"11332" "rANNcpPvv9EezHF-6kYCMg" 4.5 -80.931214 35.0865715 "SC" TRUE TRUE "free" TRUE
"11333" "biVQDp3K_vNP1eK5wGZOJg" 3.5 -111.947303271 33.349623236 "AZ" TRUE TRUE "no" TRUE
"11336" "7BoXrkEw-b98Wi1EaSH3HA" 4.5 -79.3992574 43.6567777 "ON" TRUE FALSE "paid" TRUE
"11338" "LLCB372xpKhdISrLKU4Vkw" 3.5 -115.1922452 36.1260718 "NV" FALSE FALSE "no" FALSE
"11340" "FXt37UPKGGSUINae6NFWiw" 3 -79.2499169 43.9706576 "ON" TRUE TRUE "free" TRUE
"11341" "BdzJQypceJ5Bam2P7egoiw" 4 -115.2426539 36.1481287 "NV" TRUE FALSE "free" TRUE
"11344" "3rWRNL9sFX4YiWPqaUvUzw" 3 -112.071075886 33.4468850573 "AZ" TRUE TRUE "free" FALSE
"11345" "01VPJkcU0m8WzlA7dCEpVQ" 4.5 -115.207615909 36.1267709351 "NV" TRUE FALSE "free" FALSE
"11346" "ZkJRO4nYlINnXpNlR-jN6A" 5 -115.2860645 36.1576031 "NV" TRUE FALSE "free" FALSE
"11347" "_BCwZIK6GYht9cM-HGLduQ" 4.5 -112.08354 33.571532 "AZ" TRUE FALSE "no" TRUE
"11349" "SzTK3GPoFIkb6k322f1Mmw" 3.5 -112.2364227 33.6474468 "AZ" TRUE FALSE "no" TRUE
"11352" "hkYUXorYgRT4TBcynQ0jPw" 4 -3.185446 55.946771 "EDH" FALSE TRUE "free" FALSE
"11354" "_NtZzLahKjnS_rWGYsfuDw" 3.5 -114.992597 36.013061 "NV" TRUE FALSE "free" FALSE
"11356" "iCjZlOs3qL1_HhAQBW9smg" 4.5 -111.7557424 33.366967 "AZ" TRUE FALSE "no" FALSE
"11359" "xNpD5ObRmK0q87f6QU283A" 3.5 -73.5593623 45.5012247 "QC" FALSE TRUE "no" TRUE
"11360" "rUy2MtHyFv8pI7FOW1DE8w" 3 -79.9145 40.450249 "PA" TRUE TRUE "no" TRUE
"11362" "IT_4EEIbv6Ox1jBRMyE7pg" 4.5 -115.155438561 36.1179815811 "NV" TRUE TRUE "free" FALSE
"11364" "Vx-90GpAcH3OAnLmyDHlIQ" 3.5 -115.2070725 36.261503 "NV" TRUE FALSE "no" TRUE
"11366" "E7TOyAtKL06CJp8SSM9WXg" 2.5 -79.7788754325 40.36786376 "PA" TRUE FALSE "no" FALSE
"11367" "-OEIW0dO96-492qa_luxaw" 4 -115.0646814 36.121392 "NV" TRUE TRUE "free" TRUE
"11368" "0S46SVEicJjWzqMOI95DgQ" 4.5 -73.57037846 45.5068751149 "QC" TRUE TRUE "free" FALSE
"11369" "lk1nKerVkmBifOoMfUdYWQ" 4.5 9.0858221054 48.7332170213 "BW" TRUE TRUE "no" FALSE
"11372" "7xA6iSP0Ndn08tpBFQtUKA" 3.5 -79.3898552 43.6463372 "ON" TRUE TRUE "no" TRUE
"11373" "Ik1xxjj8-VK0_OVUPtwy3A" 4 -3.182035 55.9464537 "EDH" TRUE FALSE "no" TRUE
"11374" "eYzm1jUK0GsI2KOLTt2PbQ" 3 -79.3801867 43.6538951 "ON" TRUE TRUE "free" FALSE
"11376" "L2p0vO3fsS2LC6hhQo3CzA" 4 -112.072295342 33.4574481513 "AZ" TRUE FALSE "no" FALSE
"11382" "CiOnBm4rRILnkm1aOgEQzA" 4 -73.6049741 45.5239118 "QC" FALSE FALSE "free" FALSE
"11384" "vuM9J-wnlfvhuE3HUTSR6w" 4.5 -79.3922613189 43.6557260185 "ON" TRUE FALSE "free" FALSE
"11390" "S2fqTAlKuieQ1ZE2t7r6_w" 3 -79.5157377 43.6233273 "ON" TRUE TRUE "free" FALSE
"11391" "X4OQpv3PqiSlNVDLVinVPQ" 4 -73.5957384109 45.5226496925 "QC" TRUE TRUE "free" FALSE
"11396" "glVCZzuFSnf24UGYsOl2Vw" 3.5 -115.19954771 36.1266402147 "NV" TRUE FALSE "no" FALSE
"11400" "_29kWahGAxn1QzMmxOCRlA" 4 -79.9698579311 40.4337801603 "PA" FALSE FALSE "free" TRUE
"11401" "elqbBhBfElMNSrjFqW3now" 4 -115.241323 36.195393 "NV" TRUE TRUE "no" TRUE
"11403" "l5MKpZThwcinpNmv4lcBgg" 3.5 -79.5224927 43.5966904 "ON" TRUE FALSE "no" TRUE
"11404" "pnYDtPaVw_xRBHm9y0y4gg" 1.5 -81.8386494597 41.4124053237 "OH" TRUE FALSE "free" FALSE
"11406" "SK3Med3bCnzwN3xm8vQo9w" 3.5 -79.8094737 40.5406502 "PA" TRUE FALSE "no" TRUE
"11408" "0CElIQnJdQYF2bmsAiWczg" 4 -112.0563117 33.5397031 "AZ" TRUE FALSE "free" TRUE
"11411" "RyDiwx4xD3Lx8sWHx1aFlQ" 4 -79.4107013023 43.6456760153 "ON" TRUE TRUE "free" TRUE
"11413" "TrOgTZ0DfmQxvpTehiNibQ" 3 -79.3961875 43.6446981 "ON" TRUE TRUE "free" TRUE
"11417" "sYmGrCydqABvGmundtZ6gg" 2.5 -112.0736806 33.4794817 "AZ" TRUE FALSE "no" FALSE
"11421" "zMqkXH70p-WDYj2xqR2Wuw" 4 -79.6057791 43.7340995 "ON" TRUE FALSE "no" TRUE
"11427" "UXfewx0UfJrQypFDlwAKYg" 2.5 -73.57841 45.494801 "QC" TRUE TRUE "free" TRUE
"11428" "TtaXPsMrTGyPsAlO5LFQ6w" 3.5 -111.7359993 33.4142216 "AZ" TRUE FALSE "no" FALSE
"11431" "k_TFJp2S1W1l1Op6v5uUYQ" 3.5 -111.8064244 33.38298286 "AZ" TRUE FALSE "free" TRUE
"11432" "ZICX0zom1rky89kdOQ-U_g" 3.5 -80.8318174 35.1481072 "NC" TRUE TRUE "free" TRUE
"11435" "8ro1QnWbUFZr6hJ4aOy3TA" 3.5 -89.5207342 43.0975271 "WI" TRUE FALSE "no" TRUE
"11441" "fmVKBldrSIgFPKigYcu1Uw" 3.5 -115.2673009 36.0209187 "NV" TRUE FALSE "no" TRUE
"11442" "yE4k_CM9L0yPVVozyELfSQ" 3 -88.2306324 40.1105017 "IL" TRUE FALSE "free" TRUE
"11444" "XuByFsXXhnKmZ6hxucOj7A" 3.5 -88.2443626 40.118742 "IL" TRUE TRUE "free" FALSE
"11446" "AFgPDQm_pczo5uV3yQBgwg" 3.5 -112.260623259 33.5348101594 "AZ" TRUE TRUE "free" FALSE
"11449" "mvbQX1jHHHGlOWfMWJJ-bw" 4.5 -111.9288232 33.8290308 "AZ" TRUE TRUE "free" TRUE
"11450" "xjpYR4BxVpVob-DYD7y_ug" 3 -79.6150967619 43.6820517349 "ON" TRUE FALSE "free" FALSE
"11451" "e0lS5SoozffJdgEfyuYIhg" 4 -115.098870101 36.0333259146 "NV" TRUE FALSE "free" TRUE
"11452" "W8apgXmOxESpoL_EeogC5w" 4 -115.117415621 36.1004644026 "NV" TRUE FALSE "no" FALSE
"11453" "iBJkMN312pYODkVPIa2U6A" 2.5 -111.788936345 33.2760587621 "AZ" TRUE FALSE "no" TRUE
"11455" "NVcQuJ01BRqVeL-GT1UhTg" 3 -115.1784278 36.1300453 "NV" TRUE FALSE "no" TRUE
"11456" "HOlDxrYqfoJrVq2Eo-_LKQ" 3 -115.2072854 36.1588115 "NV" TRUE FALSE "free" FALSE
"11457" "CZJ-s3Io3TQ0Jr2r_tm51g" 2.5 -115.225597443 36.1436395515 "NV" TRUE FALSE "no" TRUE
"11458" "C1gj-EqhSZ1BcCejDyV-fQ" 2.5 -80.0567207 40.6320806 "PA" TRUE FALSE "no" FALSE
"11460" "sAOgSr6suAE4axjIFSbtLQ" 4.5 -80.8825171698 35.4817348598 "NC" TRUE FALSE "free" FALSE
"11462" "WDqs1YHJL8EZwOHWKIxd7w" 2.5 -73.5388979 45.5902333 "QC" FALSE TRUE "no" FALSE
"11463" "oDkdAandDAIQsA2mjlTB4Q" 1.5 -112.225 33.4948 "AZ" TRUE FALSE "no" TRUE
"11464" "sTPdrChccIZ-37G9CNUvSQ" 3 -79.3612909 43.8491073 "ON" TRUE TRUE "free" TRUE
"11468" "fPrWKd45pWhHCkojHRb_cw" 2 -80.256182 40.495885 "PA" TRUE FALSE "free" FALSE
"11469" "DzKl51tivGJMLiNsQqf38w" 4 -115.1179256 36.0182263 "NV" TRUE TRUE "free" TRUE
"11471" "jtLHh-2UPlTVojaY4kM08Q" 3.5 -112.3959909 33.636983 "AZ" TRUE FALSE "no" FALSE
"11473" "JqMjfqxTffrHMabizYbVPA" 2.5 -112.0731992 33.4537936 "AZ" TRUE FALSE "no" FALSE
"11475" "aow8T0EAFdYDXmVAUO5aFg" 4.5 -111.7896774 33.3616325 "AZ" TRUE FALSE "no" TRUE
"11476" "NHDdAZJqS3cf_K6HYxoQ9w" 4.5 -73.960507 45.39229 "QC" TRUE TRUE "no" TRUE
"11479" "1qVtBw0UIcWGGUQXWjMgug" 4 -89.4288898 43.0721069 "WI" TRUE FALSE "free" FALSE
"11480" "3HZAVQyr_9MfwGYilSYHsQ" 4.5 -111.9230653 33.6999722 "AZ" TRUE FALSE "free" TRUE
"11482" "nY2oBwH3s5sKox1mERIoVQ" 3.5 -79.4012788 43.6477412 "ON" TRUE TRUE "free" TRUE
"11483" "HwgCbqHWaM4uWGp_A1G1nQ" 4 -79.4030993401 43.7289535239 "ON" TRUE TRUE "no" TRUE
"11487" "E-pUHcZaIzFQbnWnGHcC7w" 3 -115.061928 36.099863 "NV" TRUE FALSE "no" FALSE
"11488" "THsU2vYT1sYm9amz9d0e4A" 2.5 -111.7696913 33.3067363 "AZ" TRUE TRUE "free" TRUE
"11490" "A4zKbHT1udV4gcd37HEuZQ" 3.5 -112.0465582 33.5092512 "AZ" TRUE FALSE "free" TRUE
"11493" "7w9GpK5BJZY94sbfK__oDw" 4 -115.2241091 36.1884232 "NV" TRUE FALSE "no" TRUE
"11494" "jWlErd3TOkO4C0MgP8eDvw" 3 -80.01828 40.438047 "PA" FALSE TRUE "no" FALSE
"11495" "tuB82m4oIlKLyWeQjEF16g" 4.5 -79.827253 40.4646762 "PA" TRUE FALSE "no" TRUE
"11496" "pTJ8f4AfUW6uwKGdawLcfg" 3.5 -115.178936 36.1438599 "NV" TRUE TRUE "free" TRUE
"11499" "X9ftU-exKhTMOjtr3B52rw" 4 -79.2922628 43.8145956 "ON" TRUE FALSE "no" FALSE
"11500" "8QQuup7LTjYgXbP3pA446Q" 4 -73.7537131459 45.570830087 "QC" TRUE FALSE "no" FALSE
"11501" "vdOf_NWsct8jr4qYKoE_iw" 4.5 -115.1951608 36.1260097 "NV" TRUE TRUE "no" FALSE
"11507" "g14SuHGkIL-2pSWhRkSSlQ" 3 -79.3857011 43.6610188 "ON" TRUE TRUE "no" TRUE
"11508" "KHROx3AxX8btg70JDPbIqg" 3.5 -115.3148109 36.0863497 "NV" TRUE FALSE "free" FALSE
"11510" "-e_LJpqkw3Yrb8CamUIEPw" 3 -79.3304722 43.8187492 "ON" TRUE TRUE "no" TRUE
"11511" "DkIx-Ymij3BA7nrwYu9UIA" 3.5 -79.6605965495 43.5677273927 "ON" FALSE TRUE "no" FALSE
"11514" "X1S8u_cFfBpdWfvQBo_BqA" 4.5 -112.33909106 33.4794135232 "AZ" TRUE TRUE "free" TRUE
"11516" "QPSRgMmcjLt_gDU2y5bPSw" 2.5 -79.1986839 43.8001353 "ON" TRUE FALSE "free" TRUE
"11519" "5CJL_2-XwCGBmOav4mFdYg" 3.5 -115.189639864 36.1261559476 "NV" TRUE TRUE "free" TRUE
"11520" "vp-8nf4e6UdJBMDL3THuKQ" 3.5 -111.716451645 33.6061085131 "AZ" TRUE FALSE "paid" FALSE
"11522" "G9h56Qy5DudCqKBmbPWyzQ" 2.5 -115.201984 36.1027192 "NV" TRUE FALSE "no" FALSE
"11524" "gRrOITLavJ3kuxg0U5qisw" 3.5 -80.7436486145 35.4185233403 "NC" TRUE FALSE "no" FALSE
"11525" "N9AE0e7EfNh79mgaUyX5lg" 4 -73.5651573 45.5042681 "QC" TRUE FALSE "free" TRUE
"11526" "aNs7wSLFBu5JtCU4OH5RXw" 3.5 -111.7534005 33.3807004 "AZ" TRUE FALSE "free" TRUE
"11529" "xBqQzSE7XU_3cu24ygSsYw" 2.5 -111.8580058 33.2640196 "AZ" TRUE FALSE "free" TRUE
"11534" "V9Yta_aOk2-bQm5PiYhOsQ" 2 -112.2210753 33.4806244 "AZ" TRUE FALSE "no" TRUE
"11535" "w3gg3OaBTOAZpotv-i80hA" 3 -79.4193973 43.7936852 "ON" TRUE TRUE "free" TRUE
"11536" "6yW1uv6ROT6WWtexIKsmwQ" 3.5 -79.5521689 43.7500336 "ON" TRUE FALSE "no" FALSE
"11537" "YkAcruXbhN6sHDXn0jcySw" 3.5 -115.2796896 36.1232761 "NV" TRUE FALSE "free" TRUE
"11538" "zRqi6L1u-YmmVAHjeUbGMQ" 4.5 -115.280428139 36.0562823585 "NV" TRUE FALSE "free" TRUE
"11540" "EWcCj1D3K1NnEgYD_LjgDQ" 4 -89.3090068 43.1229341 "WI" TRUE FALSE "free" TRUE
"11541" "CgfQ-M7o6CWcW9HqGXrcPg" 4 -82.0767318 41.388745 "OH" TRUE FALSE "free" TRUE
"11542" "NbPfsAehArVURcMna0Uofw" 1.5 -79.4769225 44.0404261 "ON" TRUE TRUE "free" FALSE
"11543" "xAhB_i6-799TakpGqVplWw" 5 -115.0881146 36.1165487 "NV" TRUE FALSE "no" TRUE
"11546" "ANSvcfBF84sXHLEEoaBypg" 4.5 -112.2779698 33.4645569 "AZ" TRUE FALSE "no" FALSE
"11548" "fCaJNz9ff4x0x46fPA8nXg" 4 -111.901862523 33.4335139288 "AZ" TRUE FALSE "free" FALSE
"11549" "mT8Ej8sKFJoIa5G0Vl4AKA" 3 -73.5657038998 45.5074860764 "QC" TRUE TRUE "no" FALSE
"11551" "I8QpDTJUZ6Mk5IQuQSG2pA" 3 -111.9360844 33.4806349 "AZ" TRUE TRUE "free" TRUE
"11553" "JAwDFvVhNvWKRll1RjXWXA" 3.5 -73.6131655155 45.6073439804 "QC" TRUE TRUE "no" FALSE
"11554" "3H48sIcoOooMFsTME0Jm_Q" 4 -80.8461466804 35.2253545109 "NC" TRUE FALSE "free" TRUE
